Date,EUR
2018. september 3.,326.76
2018. september 4.,327.71
2018. september 5.,328.37
2018. september 6.,327.37
2018. september 7.,324.55
2018. september 10.,324.88
2018. september 11.,324.51
2018. september 12.,324.72
2018. september 13.,325.52
2018. september 14.,323.56
2018. september 17.,324.79
2018. september 18.,324.81
2018. september 19.,323.4
2018. september 20.,323.65
2018. september 21.,323.42
2018. september 24.,323.85
2018. september 25.,323.8
2018. september 26.,323.8
2018. september 27.,323.65
2018. september 28.,323.78
2018. october 1.,323.43
2018. october 2.,323.92
2018. october 3.,322.89
2018. october 4.,324.04
2018. october 5.,325.1
2018. october 8.,325.54
2018. october 9.,325.35
2018. october 10.,324.86
2018. october 11.,325.32
2018. october 12.,324.94
2018. october 15.,324.15
2018. october 16.,322.2
2018. october 17.,322.3
2018. october 18.,322.02
2018. october 19.,323.51
2018. october 24.,323
2018. october 25.,323.86
2018. october 26.,324.12
2018. october 29.,324.44
2018. october 30.,324.76
2018. october 31.,324.69
2018. november 5.,322.49
2018. november 6.,322.11
2018. november 7.,321.66
2018. november 8.,321.53
2018. november 9.,321.42
2018. november 12.,321.81
2018. november 13.,322.7
2018. november 14.,322.91
2018. november 15.,322.65
2018. november 16.,321.62
2018. november 19.,321.5
2018. november 20.,321.76
2018. november 21.,321.61
2018. november 22.,321.66
2018. november 23.,321.25
2018. november 26.,322.34
2018. november 27.,324.02
2018. november 28.,324.32
2018. november 29.,323.21
2018. november 30.,323.55
2018. december 3.,322.41
2018. december 4.,323
2018. december 5.,323.9
2018. december 6.,323.66
2018. december 7.,323.1
2018. december 10.,323.21
2018. december 11.,323.44
2018. december 12.,323.59
2018. december 13.,323.52
2018. december 14.,323.72
2018. december 17.,323.45
2018. december 18.,323.3
2018. december 19.,322.49
2018. december 20.,321.95
2018. december 21.,321.86
2018. december 27.,321.18
2018. december 28.,321.51
2019. january 2.,322.16
2019. january 3.,322.55
2019. january 4.,321.25
2019. january 7.,321.18
2019. january 8.,321.4
2019. january 9.,321.78
2019. january 10.,321.75
2019. january 11.,321.4
2019. january 14.,321.17
2019. january 15.,321.8
2019. january 16.,323.52
2019. january 17.,321.44
2019. january 18.,318.92
2019. january 21.,318.2
2019. january 22.,318
2019. january 23.,318.11
2019. january 24.,318.76
2019. january 25.,318.41
2019. january 28.,317.85
2019. january 29.,317.15
2019. january 30.,317.13
2019. january 31.,315.87
2019. february 1.,317.23
2019. february 4.,317.75
2019. february 5.,317.75
2019. february 6.,318.82
2019. february 7.,319.55
2019. february 8.,319.25
2019. february 11.,319.65
2019. february 12.,318.9
2019. february 13.,317.9
2019. february 14.,318.94
2019. february 15.,318.05
2019. february 18.,318.05
2019. february 19.,318.19
2019. february 20.,317.51
2019. february 21.,317.37
2019. february 22.,317.83
2019. february 25.,318.03
2019. february 26.,317.71
2019. february 27.,316.39
2019. february 28.,316.39
2019. march 1.,315.85
2019. march 4.,316.12
2019. march 5.,315.55
2019. march 6.,315.48
2019. march 7.,315.3
2019. march 8.,315.8
2019. march 11.,315.65
2019. march 12.,315.51
2019. march 13.,314.75
2019. march 14.,314.45
2019. march 18.,314.33
2019. march 19.,313.65
2019. march 20.,312.82
2019. march 21.,314.29
2019. march 22.,315.83
2019. march 25.,316.85
2019. march 26.,316.23
2019. march 27.,319.95
2019. march 28.,320.17
2019. march 29.,320.79
2019. april 1.,321.19
2019. april 2.,322.05
2019. april 3.,319.72
2019. april 4.,319.93
2019. april 5.,320.61
2019. april 8.,321.57
2019. april 9.,321.01
2019. april 10.,321.81
2019. april 11.,321.49
2019. april 12.,322.3
2019. april 15.,320.69
2019. april 16.,319.81
2019. april 17.,319.21
2019. april 18.,320.23
2019. april 23.,320.77
2019. april 24.,321.2
2019. april 25.,322.12
2019. april 26.,322.18
2019. april 29.,322.61
2019. april 30.,322.87
2019. may 2.,324.32
2019. may 3.,323.82
2019. may 6.,323.69
2019. may 7.,324.1
2019. may 8.,324.49
2019. may 9.,324.31
2019. may 10.,323.51
2019. may 13.,324.24
2019. may 14.,324.04
2019. may 15.,324.96
2019. may 16.,324.2
2019. may 17.,325.19
2019. may 20.,326.38
2019. may 21.,327.19
2019. may 22.,326.71
2019. may 23.,326.78
2019. may 24.,326.19
2019. may 27.,325.63
2019. may 28.,326.4
2019. may 29.,327.26
2019. may 30.,325.49
2019. may 31.,324.92
2019. june 3.,324.35
2019. june 4.,322.04
2019. june 5.,321.71
2019. june 6.,321.2
2019. june 7.,321.54
2019. june 11.,320.6
2019. june 12.,321.87
2019. june 13.,322.29
2019. june 14.,321.94
2019. june 17.,322.29
2019. june 18.,322.2
2019. june 19.,323.79
2019. june 20.,324.29
2019. june 21.,323.86
2019. june 24.,324.06
2019. june 25.,324.11
2019. june 26.,323.51
2019. june 27.,323.42
2019. june 28.,323.54
2019. july 1.,322.76
2019. july 2.,322.88
2019. july 3.,323.01
2019. july 4.,322.39
2019. july 5.,323.61
2019. july 8.,324.66
2019. july 9.,325.24
2019. july 10.,325.93
2019. july 11.,325.53
2019. july 12.,325.68
2019. july 15.,325.79
2019. july 16.,325.41
2019. july 17.,326.64
2019. july 18.,326.58
2019. july 19.,325.67
2019. july 22.,324.95
2019. july 23.,325.74
2019. july 24.,325.82
2019. july 25.,325.23
2019. july 26.,326.59
2019. july 29.,326.9
2019. july 30.,327.84
2019. july 31.,327.15
2019. august 1.,326.42
2019. august 2.,327.67
2019. august 5.,327.45
2019. august 6.,325.75
2019. august 7.,325.25
2019. august 8.,325.05
2019. august 9.,324.55
2019. august 12.,324.7
2019. august 13.,324.11
2019. august 14.,323.45
2019. august 15.,326.13
2019. august 16.,324.96
2019. august 21.,327.36
2019. august 22.,327.64
2019. august 23.,328.38
2019. august 26.,329.21
2019. august 27.,329
2019. august 28.,329.92
2019. august 29.,330.19
2019. august 30.,331.11
2019. september 2.,331.01
2019. september 3.,331.13
2019. september 4.,328.5
2019. september 5.,329.5
2019. september 6.,329.85
2019. september 9.,329.95
2019. september 10.,331.13
2019. september 11.,332.25
2019. september 12.,331.37
2019. september 13.,332.7
2019. september 16.,331.89
2019. september 17.,333.36
2019. september 18.,333.12
2019. september 19.,332.65
2019. september 20.,332.5
2019. september 23.,334.94
2019. september 24.,335.29
2019. september 25.,334.47
2019. september 26.,334.45
2019. september 27.,336.02
2019. september 30.,334.65
2019. october 1.,334.77
2019. october 2.,334.81
2019. october 3.,333.32
2019. october 4.,332.45
2019. october 7.,333.05
2019. october 8.,333.99
2019. october 9.,334.32
2019. october 10.,333.63
2019. october 11.,331.87
2019. october 14.,331.5
2019. october 15.,332.17
2019. october 16.,332.58
2019. october 17.,332.72
2019. october 18.,330.95
2019. october 21.,330.39
2019. october 22.,330.19
2019. october 24.,329.32
2019. october 25.,329.1
2019. october 28.,328.69
2019. october 29.,328.62
2019. october 30.,329.82
2019. october 31.,329.82
2019. november 4.,327.99
2019. november 5.,329.1
2019. november 6.,331.46
2019. november 7.,332.56
2019. november 8.,333.65
2019. november 11.,334.34
2019. november 12.,334.45
2019. november 13.,334.95
2019. november 14.,333.76
2019. november 15.,334.61
2019. november 18.,335.36
2019. november 19.,334.91
2019. november 20.,333.25
2019. november 21.,333.75
2019. november 22.,334.36
2019. november 25.,335.04
2019. november 26.,336.5
2019. november 27.,335.91
2019. november 28.,336.71
2019. november 29.,334.7
2019. december 2.,333.44
2019. december 3.,332.29
2019. december 4.,331.35
2019. december 5.,330.96
2019. december 6.,330.33
2019. december 9.,331.73
2019. december 10.,331.72
2019. december 11.,330.28
2019. december 12.,329.56
2019. december 13.,328.82
2019. december 16.,329.01
2019. december 17.,330.45
2019. december 18.,330.65
2019. december 19.,331.39
2019. december 20.,330.35
2019. december 23.,330.83
2019. december 30.,330.71
2019. december 31.,330.52
2020. january 2.,329.99
2020. january 3.,329.45
2020. january 6.,329.98
2020. january 7.,330.71
2020. january 8.,331.4
2020. january 9.,331.58
2020. january 10.,333.84
2020. january 13.,334.98
2020. january 14.,332.65
2020. january 15.,333.21
2020. january 16.,333.83
2020. january 17.,335.49
2020. january 20.,336.91
2020. january 21.,335.53
2020. january 22.,335.09
2020. january 23.,336.9
2020. january 24.,336.17
2020. january 27.,337.16
2020. january 28.,337.36
2020. january 29.,337.61
2020. january 30.,337.98
2020. january 31.,336.65
2020. february 3.,338.06
2020. february 4.,336.36
2020. february 5.,335.74
2020. february 6.,337.09
2020. february 7.,338.87
2020. february 10.,338.09
2020. february 11.,337.71
2020. february 12.,338.76
2020. february 13.,338.83
2020. february 14.,334.94
2020. february 17.,334.67
2020. february 18.,335.44
2020. february 19.,335.1
2020. february 20.,337.86
2020. february 21.,337.76
2020. february 24.,338.32
2020. february 25.,337.21
2020. february 26.,339.56
2020. february 27.,339.12
2020. february 28.,339.88
2020. march 2.,337.47
2020. march 3.,337.03
2020. march 4.,335.1
2020. march 5.,336.04
2020. march 6.,337.6
2020. march 9.,336.22
2020. march 10.,335.93
2020. march 11.,334.86
2020. march 12.,337.51
2020. march 13.,338
2020. march 16.,340.17
2020. march 17.,347.34
2020. march 18.,350.17
2020. march 19.,357.62
2020. march 20.,349.85
2020. march 23.,351.55
2020. march 24.,350.33
2020. march 25.,354.49
2020. march 26.,357.79
2020. march 27.,354.3
2020. march 30.,357.21
2020. march 31.,359.09
2020. april 1.,364.57
2020. april 2.,361.76
2020. april 3.,364.42
2020. april 6.,363.35
2020. april 7.,359.95
2020. april 8.,358.76
2020. april 9.,355.66
2020. april 14.,351.75
2020. april 15.,351.34
2020. april 16.,350.15
2020. april 17.,350.56
2020. april 20.,353.24
2020. april 21.,355.09
2020. april 22.,354.3
2020. april 23.,357.04
2020. april 24.,356.15
2020. april 27.,353.8
2020. april 28.,355.31
2020. april 29.,355.73
2020. april 30.,353.01
2020. may 4.,353.39
2020. may 5.,352.06
2020. may 6.,349.42
2020. may 7.,350.56
2020. may 8.,349.57
2020. may 11.,349.68
2020. may 12.,350.7
2020. may 13.,353.3
2020. may 14.,354.33
2020. may 15.,353.88
2020. may 18.,353.99
2020. may 19.,351.97
2020. may 20.,349.91
2020. may 21.,348.99
2020. may 22.,349.56
2020. may 25.,350.53
2020. may 26.,349.66
2020. may 27.,349.25
2020. may 28.,350.01
2020. may 29.,348.35
2020. june 2.,344.75
2020. june 3.,345.94
2020. june 4.,345.57
2020. june 5.,344.67
2020. june 8.,343.62
2020. june 9.,344.83
2020. june 10.,343.77
2020. june 11.,344.7
2020. june 12.,345.86
2020. june 15.,347.21
2020. june 16.,345.67
2020. june 17.,344.53
2020. june 18.,344.96
2020. june 19.,346.18
2020. june 22.,346.25
2020. june 23.,349.1
2020. june 24.,350.84
2020. june 25.,353.84
2020. june 26.,354.95
2020. june 29.,355.65
2020. june 30.,356.57
2020. july 1.,353.63
2020. july 2.,351.66
2020. july 3.,351.17
2020. july 6.,352.8
2020. july 7.,353.78
2020. july 8.,355.07
2020. july 9.,354.34
2020. july 10.,353.73
2020. july 13.,353.84
2020. july 14.,355.1
2020. july 15.,353.87
2020. july 16.,353.98
2020. july 17.,353.78
2020. july 20.,352.26
2020. july 21.,351.67
2020. july 22.,350.24
2020. july 23.,346.73
2020. july 24.,347.54
2020. july 27.,345.79
2020. july 28.,346.15
2020. july 29.,347.25
2020. july 30.,345.71
2020. july 31.,344.74
2020. august 3.,344.99
2020. august 4.,344.73
2020. august 5.,345.84
2020. august 6.,346.38
2020. august 7.,346.21
2020. august 10.,345.36
2020. august 11.,344.89
2020. august 12.,345.69
2020. august 13.,344.97
2020. august 14.,346.25
2020. august 17.,348.17
2020. august 18.,349.92
2020. august 19.,349.64
2020. august 24.,351.8
2020. august 25.,353.71
2020. august 26.,353.95
2020. august 27.,356.3
2020. august 28.,355.85
2020. august 31.,354.06
2020. september 1.,355.06
2020. september 2.,357.09
2020. september 3.,357.69
2020. september 4.,359.43
2020. september 7.,360.04
2020. september 8.,360.18
2020. september 9.,357.98
2020. september 10.,357.56
2020. september 11.,357.44
2020. september 14.,357.83
2020. september 15.,357.66
2020. september 16.,358.95
2020. september 17.,360.16
2020. september 18.,360.95
2020. september 21.,362.91
2020. september 22.,362.45
2020. september 23.,364.1
2020. september 24.,365.33
2020. september 25.,362.58
2020. september 28.,363.86
2020. september 29.,365.96
2020. september 30.,364.65
2020. october 1.,361.89
2020. october 2.,358.77
2020. october 5.,358.05
2020. october 6.,360.51
2020. october 7.,359.57
2020. october 8.,357.7
2020. october 9.,356.82
2020. october 12.,356.61
2020. october 13.,358.81
2020. october 14.,363.59
2020. october 15.,365.44
2020. october 16.,364.85
2020. october 19.,365.07
2020. october 20.,365.37
2020. october 21.,364.12
2020. october 22.,364.75
2020. october 26.,365.01
2020. october 27.,365.06
2020. october 28.,367.04
2020. october 29.,369.03
2020. october 30.,367.75
2020. november 2.,366.85
2020. november 3.,363.03
2020. november 4.,364.12
2020. november 5.,359.97
2020. november 6.,358.77
2020. november 9.,358.02
2020. november 10.,359.03
2020. november 11.,355.22
2020. november 12.,354.94
2020. november 13.,355.35
2020. november 16.,358.08
2020. november 17.,361.4
2020. november 18.,361.31
2020. november 19.,361.4
2020. november 20.,359.23
2020. november 23.,360.33
2020. november 24.,360.94
2020. november 25.,360.96
2020. november 26.,361.16
2020. november 27.,361.2
2020. november 30.,360.09
2020. december 1.,357.37
2020. december 2.,356.9
2020. december 3.,359.01
2020. december 4.,358.62
2020. december 7.,360.06
2020. december 8.,360.9
